Gloss,Signwriting,modified
system,M522x546S15a48478x463S15a48479x519S10e22492x526S10e02492x470S20500493x510S20500492x455,system
tabell,M529x525S26606497x476S22b04496x495S22b04513x495S1ed26472x478,tabell
tabell,M522x521S15a00479x485S18210479x491S22a04509x494S20500510x510S20500510x480,tabell
tall,M535x528S14c0a465x505S20e00481x491S2880f489x472S10041514x487,tall
telle,M531x529S14c0a469x506S10041510x488S20e00479x491S20e00496x497S2880f487x472,telle
telle,M521x524S14c0a480x489S10040483x494S20e00492x476S20e00509x481,telle
temperatur,M515x532S21200487x486S15a12486x503S10018492x502S23108488x468,temperatur
temperatur,M515x578S21200487x532S15a12486x549S10018492x548S23108488x514S15a40491x455S15a1a485x467S20b00491x439S22a04491x422,temperatur
teori,M556x518S2ff00482x483S15a12529x495S29608532x458,teori
terminologi,M524x561S15a02477x439S10011484x444S26506506x450S20500495x548S26502508x547S26516476x546S16d40506x522S16d48478x520,terminologi
tid,M531x515S10010469x485S26706489x495,tid
tilfeldig,M526x517S10000474x487S29206495x483,tilfeldig
tilknytning,M540x508S1061a461x492S10602479x493S26626510x492,tilknytning
tilpasning,M526x525S2750e495x479S16d40508x505S16d48474x475,tilpasning
tilstrekkelig,M516x521S22a00495x488S18210493x506S18218484x480,tilstrekkelig
time,M526x516S15a18474x485S10020489x486S2ef00508x491,time
time,M527x517S15a18473x484S10020490x487S2e700512x486,time
tonn,M539x518S22a04511x503S22a14478x503S20300510x483S20300478x483S2f900528x507S2f900462x508,tonn
topp,M521x531S1ed26480x505S22b00481x469S22120499x479,topp
topp,M523x533S14c50477x502S22b00482x468S22120501x475,topp
trekant,M540x531S24102501x469S2411a461x470S10050503x501S10058484x501,trekant
triangel,M540x531S24102501x469S2411a461x470S10050503x501S10058484x501,triangel
usikker,M538x574S15a31486x427S15a37493x427S20500496x469S26606508x466S26612463x466S22a04497x538S20302496x519S20302497x559,usikker
uttrykk,M522x528S15a16478x516S20350483x499S20b00507x503S2c600503x473,uttrykk
utvide,M536x524S18247505x476S1824f478x476S26612465x508S26606506x508,utvide
utvidelse,M536x524S18247505x476S1824f478x476S26612465x508S26606506x508,utvidelse
veriere,M529x524S15a50503x476S15a50485x476S23104503x504S23110471x507,veriere
veie,M533x528S2fb04494x522S23100507x500S23110468x502S15a30507x472S15a30482x472,veie
vekt,M533x528S2fb04494x522S23100507x500S23110468x502S15a30507x472S15a30482x472,vekt
verdi,M514x521S15a16486x509S20600489x497S1851c489x479,verdi
verdi,M515x531S20500496x506S15a16488x519S1851c490x490S22100485x487S22a00485x469,verdi
vilkar,M517x524S15a30486x496S15a36484x512S20b00504x495S22a04504x477,vilkar
volum,M523x526S2fb04493x520S26512478x507S26506507x506S15318477x475S15310508x476,volum
vurdere,M532x531S2fb04493x525S23100506x500S23110469x500S15a30507x470S15a30482x470,vurdere
øke,M512x518S18210489x503S22a00492x483,øke
øke,M541x527S2fb04492x521S26506506x510S26506526x510S26512479x510S26512460x510S15310509x474S15318480x474,øke
økende,M541x527S2fb04492x521S26506506x510S26506526x510S26512479x510S26512460x510S15310509x474S15318480x474,økende
år,M509x522S1f510491x478S2e700494x497,år
år,M517x513S1f510483x492S2e700502x488,år
årlig,M518x557S1f510483x449S2e700503x443S15a30495x497S2a208490x529,årlig
årsak,M515x521S15a12488x496S15a1a485x509S22a04495x479,årsak
1000 000,M509x557S10000491x444S17610493x541S22b00493x508,1000 000
1000,M529x516S10000471x484S17610513x500S26506492x500,1000
å,M514x522S1f720490x507S2e30a487x479,å
20,M515x518S11502485x503S22a04491x483,20
20,M542x508S11502458x492S11002515x493S26506494x492,20
200,M509x542S11500493x458S17610493x492S22b04492x512,200
21,M515x543S11502485x475S22a04492x457S10000495x513,21
22,M515x548S22a04492x453S11502485x472S11500493x518,22
23,M515x547S11502485x471S22a04492x453S18700492x518,23
m,M514x517S15a36487x484S18c50492x487,m
t,M515x516S10008491x486S10012485x484,t
u,M525x515S1dc20501x485S1dc28476x485,u
ø,M513x517S17600488x483S10011492x487,ø
3,M518x567S34700482x483S11e01487x537,3
30,M515x518S22a04499x483S18702486x500,30
30,M543x510S18702457x491S26506492x494S18b02513x490,30
40,M516x521S14402485x499S22a04491x480,40
40,M543x512S14402457x490S26506492x492S14502512x488,40
50,M516x521S14c02485x498S22a04495x479,50
50,M544x514S14c02457x491S26506494x494S15002513x487,50
6,M512x508S1f500488x493,6
60,M512x518S1f500488x503S22a04490x483,60
60,M535x511S1f509465x489S26506492x494S1f904512x494,60
70,M515x520S1dc02485x496S22a04493x480,70
70,M542x513S1dc02459x488S26506494x496S1e202516x491,70
80,M515x519S11e02485x496S22a04488x481,80
80,M540x512S11e02461x488S26506496x497S1280e516x489,80
9,M549x541S33200482x483S14410527x510S20500520x503S26600526x477,9
90,M516x515S18e02486x495S22a04484x485,90
90,M592x530S33200482x483S14411509x502S14501562x499S26506541x511,90
gjentatt addisjon,M518x524S10018493x494S10012488x499S20600483x476S20500507x476,gjentatt addisjon
akademisk,M572x518S30007482x483S18510547x481S26a02528x471S20500513x480,akademisk
aksept,M549x541S36d00479x460S10e02469x473S21100502x473S26506517x473S22100536x477S25d04535x488S15a30537x514,aksept
aksept,M532x561S36d00479x439S10e02469x452S21100502x452S26506517x452S15a00501x534S2b700494x506,aksept
aksept,M532x564S36d00479x437S10e02469x450S21100502x450S26506517x450S15a00496x514S25d04495x544,aksept
aksjeselskap,M527x566S21200485x464S15a40493x435S15a36486x481S26604497x479S26604483x479S1ed40501x547S1ed48474x547,aksjeselskap
aksjeutbytte,M525x579S21100499x449S15a40500x421S15a36493x466S26604497x464S20340476x519S28c0e487x536S16f41505x515S15a36493x567S20e00496x558,aksjeutbytte
aksjon,M528x519S2d220487x488S20350513x481S20350473x481S2f900497x514,aksjon
almanakk,M534x522S15a00466x480S20500481x480S20500482x498S1ec50497x478S2880c522x500,almanakk
alternativ,M531x536S10e02501x465S10e0a469x466S20500495x480S10e52501x507S10e3a473x509S20500495x525,alternativ
alternativ,M531x536S26706473x465S26502469x478S20e00498x491S20e00473x495S1dc09480x506S10001510x504,alternativ
andel,M514x539S21100492x494S15a40493x462S15a36487x511S26604491x509,andel
andel,M529x523S21100476x478S15a40517x484S15a36471x495S26604475x493,andel
aner ikke,M531x600S36e00477x549S1dc01490x522S30004482x482S21100518x510S22104519x528S22a04495x569S20500496x589,aner ikke
angrepslinje,M522x527S10050488x497S10058478x474S20500497x494S2f900511x495,angrepslinje
arbeid,M519x532S2fb04496x526S2e700504x491S2e714484x500S20300502x469S20300482x481,arbeid
arealvektor,M515x515S10010500x485S15d59486x485,arealvektor
asimutal kvantetall,M558x556S1dc20471x445S1f110443x536S2f900446x528S14c0a498x533S20e00511x520S10003528x510,asimutal kvantetall
asymptote,M563x517S1dc28438x484S1df21461x496S26606498x499S1f411533x492,asymptote
asymptote,M515x552S1dc28491x522S1df24485x500S22a00488x482S1f112488x449,asymptote
avbryte,M519x532S20350481x487S20350501x468S26500505x487S14c20496x501,avbryte
avgjort,M523x530S15a02477x487S15a40510x503S20e00510x488S22a00510x471,avgjort
avlese,M518x547S14c00483x516S26600486x481S22100506x497S17707492x454,avlese
avsky,M527x518S2ff20476x483S15a46476x467S15a4e500x453S26500495x432,avsky
avstand,M542x514S15a48458x487S15a40530x487S26606492x496,avstand
avta,M547x525S2fb00491x485S22b03506x501S22b15468x501S10011526x475S10019453x475,avta
avta,M547x525S2fb00491x485S22b03506x501S22b15468x501S10001526x475S10009453x475,avta
avta,M512x513S18210489x487S22a04490x498,avta
avvise,M518x529S15a02482x492S20e00490x492S18211493x472S28805493x509,avvise
avvise,M527x524S15a36473x512S1824c474x491S26607505x477,avvise
avvise,M570x518S2ff20476x483S15a4a484x466S15a52487x451S15a4f547x411S26607530x430S20e00517x451,avvise
avvise,M524x518S2ff20476x483S15a46478x465S15a4e496x448S26500496x428,avvise
bedømming,M517x525S10040484x495S26a00490x475,bedømming
bedømming,M533x528S2fb00492x472S23108507x482S23118467x480S15a30507x500S15a30480x501,bedømming
odd,M545x523S2ff00482x483S21100504x503S26602473x503S18210522x508,odd
begrep,M580x518S30007482x483S20301512x470S26603532x450S14c20557x425,begrep
benytte_seg_av,M546x516S15a16454x504S20300461x487S26602481x487S14c02515x485,benytte_seg_av
bero på,M524x535S10612498x502S1060a478x501S20700492x520S26522476x478S26726481x465,bero på
besøk,M514x532S15a06487x475S15a44492x468S21100492x501S26504492x517,besøk
beta ,M526x517S14520474x484S37700524x492,beta
bevares,M536x568S10031485x433S10059488x449S15a31485x521S15a39493x524S2df22492x477S26612465x551S26606506x552S20e00495x555,bevares
bevaringslov,M534x593S10031484x408S10059488x425S15a18484x564S20e00496x520S15a50513x566S15a37492x493S15a3f482x494S26502495x574S26612466x520S26606504x520S2df22491x450,bevaringslov
bevegelsesmengde,M532x565S16d48473x523S26c00505x465S26c10468x474S15a04513x435S15a04475x445S16d40505x524S20500493x553S26502507x551S26516472x551S2fb04494x487,bevegelsesmengde
blomkal,M551x519S2fb04493x513S14e27506x481S14e2f466x482S28814450x491S2880c539x491,blomkal
blåbær,M555x563S36d00479x473S2c300529x520S2890a500x438S1000a472x531S17710502x524S20700494x548S14c21475x441,blåbær
bringebær,M541x559S14720476x441S1000a459x529S17710489x521S20700479x544S2c300515x516,bringebær
bringebær,M546x568S20e00483x468S2fb04482x484S23108499x464S23118454x463S15a40496x434S15a48475x433S1000a466x542S17710496x535S2c300520x529S20700486x553,bringebær
bønner,M553x523S1f410524x500S1f418448x498S1f018469x477S1f010500x477S26a06506x496S26a12480x496,bønner
druer,M547x521S17710483x484S1000a453x491S20700475x506S2c400507x479,druer
drue,M522x540S17716484x489S1001c478x461S20700504x477S24b04481x514,drue
eple,M518x556S33b00482x483S15316488x541S22f00487x522,eple
eple,M541x560S33b00482x483S15317512x506S2e000520x531,eple
ferksen,M522x561S1d820488x397S33b00482x483S16d10505x519S16d18478x519S21800504x543S21800477x543S2fb04492x555,ferksen
frukt,M541x551S33b00482x483S15317512x507S2df00520x530,frukt
gryn,M543x521S17710480x484S10018480x491S20700457x483S2c400503x480,gryn
jord bær,M539x567S15a12468x433S2e732471x448S17710490x530S1000a461x537S20700480x552S2c300513x524,jord bær
jordbær,M546x587S31a00482x488S30104482x477S34000482x489S26100505x533S26110483x541S1d411521x541S1d419457x550S22101523x568S22101467x578S2fc04493x570,jordbær
løk,M514x514S15a40497x487S15a1a487x496,løk
løk,M523x531S22a00483x497S1eb26484x470S15a16478x519S22100501x503S22120501x493,løk
løk,M523x525S22a00483x479S22120501x475S15a16478x501S22100501x485S1eb26480x501,løk
løk,M518x577S31900482x483S10000498x507S20e00500x540S22a04499x552S21600501x569,løk
moden,M529x518S2fb00492x483S22101507x490S22101481x490S17d14472x503S17d1c506x503,moden
nek,M531x528S2fb00494x472S28911470x479S28909504x478S16d40504x508S16d48482x508,nek
nøtter,M588x530S33b00482x483S1ea10520x508S2c400548x507,nøtter
persille,M516x536S20300487x521S16d12484x500S22a00489x482S22a00489x465S22100504x490S22100504x472,persille
plomme,M545x522S17717481x497S1000b455x479S20700483x478S2c400505x499,plomme
plukke fra bakken,M523x518S15342478x503S22a00484x483S22120501x488,plukke fra bakken
plukke fra tre,M522x517S1533e478x483S22a04485x502S22120500x501,plukke fra tre
poteter,M534x514S15319511x486S2c411467x491,poteter
pære,M528x540S1ed16476x496S1000c472x461S22b04504x497S22100506x487S22120506x533,pære
rabarbra,M539x527S1f140505x473S1f148465x474S26606509x496S26606509x511S26612462x496S26612462x510,rabarbra
rips,M548x557S11a20481x443S17710481x535S1000a452x542S2c400508x529S20700474x515,rips
ris korn,M539x527S17710474x491S10018474x497S20700461x474S2c400499x486,ris korn
rognebær,M513x524S15316488x476S2e004491x496,rognebær
rosin,M540x521S17710489x499S1001a461x506S20700480x480S2c300514x493,rosin
saft,M530x522S16d40489x480S16d48485x502S22120508x508S22120471x487S2f900511x497S2f900477x479,saft
salathode,M540x517S15317507x494S1531f469x494S22100528x484S22100461x484,salathode
sitron,M524x686S31500482x483S16700478x488S1500f489x530S2df0c503x565S15310501x638S15318493x638S20700496x671,sitron
skrelle appelsin,M522x527S15308507x495S1f905499x474S20f00478x499S22f04478x513,skrelle appelsin
skrelle banan,M525x525S17600489x509S2b705511x499S2b702476x476S1eb00499x478,skrelle banan
skrelle poteter,M545x516S15348456x491S1e140476x484S2c405506x490,skrelle poteter
sol bær,M565x572S36d00479x475S10011542x429S2e309514x428S17710514x550S1000a484x557S2c300539x545,sol bær
sopp,M519x533S16d40501x488S1771e504x513S22a00505x469S22120481x468S22100491x478,sopp
sopp,M510x519S1f502495x495S17112490x481,sopp
stikkels bær,M543x567S20600474x460S10003481x434S1000a457x472S17710489x543S1000a459x552S2c300517x537,stikkels bær
tobakk,M518x530S17600482x514S22f04485x496S1f505496x470,tobakk
tomat,M518x569S30004482x483S1530e486x521S2e000490x540,tomat
tytte bær,M544x572S16d10496x453S16706456x428S26a00491x435S17710493x538S1000a463x547S20700485x557S2c300518x533,tytte bær
molecule,M538x510S17718463x492S18c12485x493S2ef00520x490,molecule
molecule,M542x512S18c12490x492S18c1a458x497S2ef00524x488,molecule
rensing,M515x537S15a30493x507S15a52486x525S20f00487x494S26600499x463S26600485x463,rensing
reseptorer,M568x533S20330500x518S20330483x517S22b03520x493S22b03541x493S22b15454x496S22b15435x496S16f37547x467S16f3f433x470,reseptorer
reseptorer,M565x525S20330500x510S20330483x509S22b03520x485S22b03541x485S22b15454x488S22b15435x488S22105548x475S22105524x477S22103463x479S22103443x479,reseptorer
ressurser,M535x518S15a18466x490S15710481x489S26606505x489S26606505x502S22104511x482,ressurser
rev,M520x518S2ff00482x483S15700491x486S26600492x452S17702491x429S22104508x470,rev
ribososm,M548x529S1f418453x514S13f11472x488S28902500x476S11a20533x471S20600486x513,ribososm
rur,M520x532S15a18480x472S15010495x469S20f00494x503S22f04494x518,rur
rust,M539x533S11541474x504S11549462x506S27103493x487S21213502x467,rust
rust,M529x524S11541483x495S11549471x497S27103502x478S21100476x477,rust
samfunn,M513x526S14c50488x474S2e736488x510,samfunn
sei,M516x527S15a48485x494S10002485x512S21100503x493S26500502x473,sei
semi permeabel,M537x577S15a19477x423S15a11484x426S21201499x441S26a05516x458S14c10492x546S14c0a463x538S20710489x523S26a00493x508,semi permeabel
sidelinje,M518x526S15a48482x494S10002488x511S26504502x491S21100502x475,sidelinje
sige vann,M532x575S26627503x426S2f900496x431S14c57506x453S14c59468x456S14c04490x544S22104495x532,sige vann
sigmoid,M555x525S10011477x495S10019446x495S26606494x489S2890a526x476,sigmoid
sild,M527x528S11541486x500S11549474x501S21100500x484S26507514x472,sild
sild,M512x524S1dc50488x476S26500497x509,sild
sjø vann,M528x554S29906496x453S15d50473x446S17712489x512S22a04491x535S22100502x547,sjø vann
sjø(er),M540x514S15a50461x487S29906478x495S2e732515x490,sjø
skate,M552x531S26713471x469S26705501x469S26715471x500S26703502x500S1f004448x507S1f00c523x508,skate
skjell,M518x518S17147502x498S1714f483x498S20600490x483,skjell
skog,M538x541S15a1a464x529S14c10462x460S37800473x492S2e104495x465S26726496x513,skog
skyer,M543x525S36d00479x521S14c01476x474S14c0f438x476S29626509x479,skyer
slange,M555x508S17610504x492S17614482x492S26612446x492S26606525x492,slange
sopp,M525x518S1f510482x503S17112475x482S20600503x492,sopp
spalteapning,M554x513S18217501x488S1821f484x488S22104524x495S22104542x495S22104465x497S22104447x497,spalteapning
stein,M518x531S20e00504x488S22b04502x501S20310503x470S20318483x505,stein
steinbit,M528x519S26502491x502S16d40510x499S20300473x502S20700484x482,steinbit
stoffer,M559x529S17746506x509S1774e486x508S26612442x493S26606529x492S21200520x482S21200457x482S22110460x472S22110521x473,stoffer
stoffskifte,M530x529S36d00479x472S17610492x491S17614491x513S21800512x496S21800470x519,stoffskifte
stress,M534x522S36d00479x479S37702521x481S3770a468x481S37b06515x504S37b06472x504S20350506x498S20350485x498S2f900509x517S2f900487x517,stress
stress,M561x578S31a00482x483S36100481x482S36d00479x521S21100485x532S21100499x561S21100513x532S21100472x561S22b00498x531S22b04511x546S22b14484x548S22b10471x531S15002530x541S1500a438x542,stress
stress,M536x523S20312488x480S20316487x499S26600507x477S20e00509x511S2f710524x499S37706464x507,stress
suksesjon,M563x539S26616438x475S26616472x474S26616506x474S26602533x486S26602500x486S26602466x486S2fb00492x461S15a50550x512S15a50439x511,suksesjon
syre,M561x534S34600482x483S2e501517x506S15310546x509,syre
sur nedbør,M561x633S34600482x483S2e501517x506S15310546x509S14c57531x589S14c59462x590S22520529x574S22520466x575S22c23488x600,sur nedbør
sæd,M519x539S11552489x502S11528482x509S20e00488x494S26600485x462,sæd
sædcelle,M519x567S11552489x473S11528482x480S20e00488x465S26600485x433S16d10502x547,sædcelle
tang,M534x534S17740485x508S17748467x519S29b07506x469S22100488x496S22104492x486S22100497x475S22104504x466,tang
teknikse løsmiddel,M590x598S15a48456x405S15a48524x403S20602472x408S20602539x406S10e02483x413S10e22553x410S22a04453x496S22a14423x495S17751453x472S17759417x473S15213451x508S1521b411x508S14c04537x466S14c08532x499S2ea3a565x478S2ea12561x497S22f03513x577S22f15485x577S17650529x566S17650474x567,teknikse løsmiddel
tjære,M530x584S14c00507x417S37700519x448S22b03485x438S2f710482x434S15d39487x561S14c51497x533S2ea32471x545S21100477x527,tjære
tjære,M526x584S14c00499x416S37700511x447S22b03477x437S2f710474x433S21100501x513S2ea32494x530S15a16499x572S14c42483x549,tjære
torsk,M528x546S2ff00482x483S1f106489x510S22104515x521S22a04515x531,torsk
transpirasjon,M571x530S36d00479x496S20500509x517S20500481x516S14c03522x503S14c0b451x504S22b11431x483S22b07547x483S22531530x471S22537444x473,transpirasjon
transport,M534x531S26722466x470S1f457473x500S1f457513x501,transport
tøffel dyr,M525x560S15a50480x440S15a56479x457S20600478x472S20600476x535S15a56488x548S1c511500x521,tøffel dyr
tørrgass,M568x533S15d12505x389S15d1a474x389S26606538x396S26612440x396S22104543x389S22104452x391S2ff00482x483S15000496x502S2e501523x492,tørrgass
ukjønnet,M548x532S1dc20502x381S1dc28476x381S36a00482x477S15a02487x520S20e00527x520S26500526x501S17702533x477,ukjønnet
utslipp,M532x535S18508489x520S17716493x497S26501476x480S26500493x475S26507512x479S22100494x465S22101468x472S22107523x473,utslipp
vaksinering,M524x518S2ff20476x483S20500467x484S26504465x467S11e34458x436S22105450x459,vaksinering
vaksinering,M521x525S36d00479x476S11e30476x495S20500479x485S22101494x490,vaksinering
vaksinering,M521x525S36d00479x476S11e30476x495S20500479x485S22101494x490S26504460x503,vaksinering
vakuole,M543x536S22510508x465S22510473x465S14c50507x484S14c58472x482S28914458x504S2890c528x507,vakuole
vanlig,M548x531S14c30504x470S14c38466x469S22a04506x516S22a04535x516S22a14477x516S22a14452x516S26506518x506S26512463x506,vanlig
vanlig celledeling,M548x584S14c30504x417S14c38466x416S22a04506x463S22a04535x463S22a14477x463S22a14452x463S26506518x453S26512463x453S16d10495x504S16d18485x525S15a02482x562S15a48491x557S20f02511x557S26a06526x556,vanlig celledeling
vann,M516x520S17712485x481S22a04487x505S22100504x507,vann
van løsning,M528x604S17712489x396S17712477x489S17716491x505S22a04490x420S22100505x428S2ea02473x470S2ea12488x530S2fd06522x488S16d48475x560S16d40499x560S28807496x584S2881f475x584,van løsning
